# gauge_id= 2 location=( -0.9471000000E+02  0.2928000000E+02 ) num_var=  7
# Stationary gauge
# level, time, q[  1  2  3], eta, aux[  5  6  7]
# file format ascii, time series follow in this file
   02  0.3302829E+05  0.8592015E+01 -0.2184505E+01 -0.1309003E+02 -0.1081875E+01  0.1039563E+02  0.7224923E+01  0.1001692E+06
   02  0.3318234E+05  0.8593109E+01 -0.2217312E+01 -0.1307901E+02 -0.1080782E+01  0.1028372E+02  0.7164004E+01  0.1001748E+06
   02  0.3333638E+05  0.8594200E+01 -0.2249586E+01 -0.1307047E+02 -0.1079690E+01  0.1017216E+02  0.7103388E+01  0.1001803E+06
   02  0.3349043E+05  0.8595243E+01 -0.2281414E+01 -0.1306478E+02 -0.1078648E+01  0.1006095E+02  0.7043067E+01  0.1001858E+06
   02  0.3364448E+05  0.8596215E+01 -0.2312879E+01 -0.1306202E+02 -0.1077675E+01  0.9950094E+01  0.6983036E+01  0.1001912E+06
   02  0.3379853E+05  0.8597110E+01 -0.2344065E+01 -0.1306206E+02 -0.1076781E+01  0.9839592E+01  0.6923289E+01  0.1001967E+06
   02  0.3395257E+05  0.8597930E+01 -0.2375045E+01 -0.1306465E+02 -0.1075960E+01  0.9729449E+01  0.6863818E+01  0.1002021E+06
   02  0.3410662E+05  0.8598681E+01 -0.2405885E+01 -0.1306951E+02 -0.1075209E+01  0.9619670E+01  0.6804619E+01  0.1002074E+06
   02  0.3426067E+05  0.8599369E+01 -0.2436640E+01 -0.1307639E+02 -0.1074522E+01  0.9510258E+01  0.6745685E+01  0.1002127E+06
   02  0.3441472E+05  0.8599994E+01 -0.2467362E+01 -0.1308513E+02 -0.1073896E+01  0.9401218E+01  0.6687010E+01  0.1002180E+06
   02  0.3456876E+05  0.8600558E+01 -0.2498077E+01 -0.1309551E+02 -0.1073332E+01  0.9292552E+01  0.6628590E+01  0.1002233E+06
   02  0.3472281E+05  0.8601059E+01 -0.2528843E+01 -0.1310743E+02 -0.1072832E+01  0.9184265E+01  0.6570417E+01  0.1002285E+06
   02  0.3487686E+05  0.8601381E+01 -0.2558448E+01 -0.1312096E+02 -0.1072510E+01  0.9076361E+01  0.6512488E+01  0.1002337E+06
   02  0.3503091E+05  0.8601537E+01 -0.2587076E+01 -0.1313601E+02 -0.1072353E+01  0.8968844E+01  0.6454797E+01  0.1002388E+06
   02  0.3518495E+05  0.8601582E+01 -0.2614654E+01 -0.1315234E+02 -0.1072309E+01  0.8861717E+01  0.6397338E+01  0.1002440E+06
   02  0.3533900E+05  0.8601545E+01 -0.2641365E+01 -0.1316964E+02 -0.1072346E+01  0.8754986E+01  0.6340106E+01  0.1002491E+06
   02  0.3549305E+05  0.8601466E+01 -0.2667355E+01 -0.1318751E+02 -0.1072425E+01  0.8648653E+01  0.6283098E+01  0.1002541E+06
   02  0.3564710E+05  0.8601388E+01 -0.2692738E+01 -0.1320551E+02 -0.1072503E+01  0.8542722E+01  0.6226307E+01  0.1002592E+06
   02  0.3580114E+05  0.8601357E+01 -0.2717598E+01 -0.1322321E+02 -0.1072533E+01  0.8437199E+01  0.6169729E+01  0.1002642E+06
   02  0.3595519E+05  0.8601419E+01 -0.2741992E+01 -0.1324020E+02 -0.1072471E+01  0.8332088E+01  0.6113360E+01  0.1002691E+06
   02  0.3610924E+05  0.8601618E+01 -0.2765957E+01 -0.1325615E+02 -0.1072273E+01  0.8227392E+01  0.6057194E+01  0.1002741E+06
   02  0.3626329E+05  0.8601989E+01 -0.2789101E+01 -0.1327081E+02 -0.1071902E+01  0.8123116E+01  0.6001229E+01  0.1002790E+06
   02  0.3641733E+05  0.8602537E+01 -0.2811692E+01 -0.1328402E+02 -0.1071353E+01  0.8019264E+01  0.5945459E+01  0.1002839E+06
   02  0.3657138E+05  0.8603289E+01 -0.2833755E+01 -0.1329573E+02 -0.1070601E+01  0.7915841E+01  0.5889880E+01  0.1002887E+06
   02  0.3672543E+05  0.8604265E+01 -0.2855299E+01 -0.1330594E+02 -0.1069625E+01  0.7812851E+01  0.5834489E+01  0.1002935E+06
   02  0.3687948E+05  0.8605476E+01 -0.2876320E+01 -0.1331478E+02 -0.1068414E+01  0.7710299E+01  0.5779281E+01  0.1002983E+06
