,ch4 x=80m,ch7 x=50m,ch18 x=40m,ch10 x=30.8m,ch20 x=20m,ch23 x=5m
t(s),水位(cm),水位(cm),水位(cm),水位(cm),水位(cm),水位(cm)
4.53,-0.005,-0.025,-0.013,0.002,0,-0.005
4.54,0.005,-0.025,-0.003,-0.008,0,-0.005
4.55,-0.005,-0.035,-0.013,0.002,0,-0.005
4.56,-0.005,-0.025,-0.003,0.002,-0.01,-0.015
4.57,-0.005,-0.025,-0.013,0.002,0,-0.005
4.58,0.005,-0.025,-0.003,0.002,0,-0.015
4.59,-0.005,-0.035,-0.013,0.002,0,-0.005
4.6,0.005,-0.025,-0.013,0.002,0,-0.015
4.61,0.005,-0.035,-0.013,0.002,0,-0.015
4.62,0.025,-0.025,-0.013,0.002,0,-0.015
4.63,0.015,-0.035,-0.013,0.002,0,-0.005
4.64,0.025,-0.025,-0.013,0.002,0,-0.015
4.65,0.015,-0.035,-0.013,0.012,0,-0.005
4.66,0.025,-0.025,-0.013,-0.008,0,-0.015
4.67,0.005,-0.035,-0.013,0.002,0,-0.005
4.68,0.015,-0.025,-0.003,-0.008,-0.01,-0.005
4.69,-0.005,-0.035,-0.013,0.002,0,-0.005
4.7,0.005,-0.025,-0.013,0.002,0,-0.005
4.71,-0.005,-0.025,-0.003,0.002,0,-0.005
4.72,0.005,-0.025,-0.013,0.002,-0.01,-0.015
4.73,-0.015,-0.025,-0.013,0.002,0,-0.015
4.74,-0.005,-0.025,-0.013,0.002,-0.01,-0.015
4.75,-0.025,-0.035,-0.013,0.002,0,-0.015
4.76,-0.015,-0.025,-0.013,0.002,-0.01,-0.015
4.77,-0.015,-0.035,-0.013,0.002,-0.01,-0.015
4.78,-0.015,-0.025,-0.003,0.002,-0.01,-0.015
4.79,-0.015,-0.035,-0.013,0.002,0,-0.015
4.8,-0.005,-0.025,-0.013,0.002,-0.01,-0.015
4.81,-0.025,-0.035,-0.013,0.002,0,-0.005
4.82,-0.005,-0.025,-0.013,-0.008,-0.01,-0.015
4.83,-0.025,-0.035,-0.013,0.002,0,-0.015
4.84,-0.005,-0.025,-0.013,-0.008,-0.01,-0.015
4.85,-0.025,-0.025,-0.013,-0.008,-0.01,-0.005
4.86,-0.005,-0.025,-0.003,0.002,0,-0.015
4.87,-0.015,-0.035,-0.013,0.002,0,-0.005
4.88,0.005,-0.025,-0.003,0.002,0,-0.015
4.89,-0.005,-0.035,-0.013,0.002,0,-0.015
4.9,0.005,-0.025,-0.003,-0.008,-0.01,-0.015
4.91,0.005,-0.035,-0.013,0.002,-0.01,-0.015
4.92,0.015,-0.025,-0.013,-0.008,-0.01,-0.015
4.93,0.005,-0.035,-0.013,0.002,-0.01,-0.015
4.94,0.015,-0.015,-0.003,0.002,-0.01,-0.015
4.95,0.005,-0.025,-0.013,0.002,0,-0.015
4.96,0.015,-0.025,-0.003,0.002,-0.01,-0.015
4.97,0.005,-0.025,-0.013,0.002,-0.01,-0.015
4.98,0.015,-0.025,-0.013,0.002,-0.01,-0.015
4.99,-0.005,-0.035,-0.013,0.002,-0.01,-0.005
5,-0.005,-0.025,-0.003,-0.008,-0.01,-0.005
5.01,-0.015,-0.035,-0.013,-0.008,-0.01,-0.005
5.02,0.005,-0.025,-0.013,-0.008,0,-0.015
5.03,-0.005,-0.025,-0.013,0.002,0,-0.005
5.04,0.005,-0.025,-0.003,-0.008,0,-0.005
5.05,-0.005,-0.035,-0.013,-0.008,0,-0.005
5.06,0.015,-0.025,-0.003,-0.008,0,-0.015
5.07,-0.005,-0.025,-0.013,-0.008,0,-0.015
5.08,0.005,-0.015,-0.013,-0.008,-0.01,-0.015
5.09,-0.015,-0.025,-0.013,-0.008,0,-0.015
5.1,-0.005,-0.015,-0.003,-0.008,0,-0.005
5.11,-0.025,-0.025,-0.013,0.002,0,-0.005
5.12,-0.015,-0.015,-0.003,0.002,0,-0.015
5.13,-0.025,-0.025,-0.013,0.002,-0.01,-0.005
5.14,-0.005,-0.015,-0.003,0.002,-0.01,-0.005
5.15,-0.015,-0.025,-0.013,0.002,-0.01,-0.005
5.16,0.005,-0.015,-0.013,0.002,-0.01,-0.005
5.17,-0.015,-0.025,-0.013,0.002,0,-0.005
5.18,0.015,-0.015,-0.013,-0.008,0,-0.005
5.19,0.015,-0.025,-0.013,0.012,0,-0.005
5.2,0.015,-0.015,-0.003,0.002,0,-0.005
5.21,0.015,-0.025,-0.013,0.012,0,-0.005
5.22,0.035,-0.015,-0.013,0.012,0,-0.005
5.23,0.025,-0.025,-0.013,-0.008,-0.01,-0.005
5.24,0.025,-0.025,-0.003,0.002,-0.01,-0.015
5.25,0.005,-0.035,-0.013,-0.008,-0.01,-0.005
5.26,0.025,-0.015,-0.003,0.002,-0.01,-0.015
5.27,0.025,-0.025,-0.013,-0.008,0,-0.005
5.28,0.035,-0.015,-0.003,0.002,-0.01,-0.005
5.29,0.015,-0.025,-0.013,0.002,-0.01,-0.005
5.3,0.025,-0.025,-0.003,0.002,-0.01,-0.005
5.31,0.015,-0.025,-0.013,0.002,-0.01,-0.005
5.32,0.025,-0.015,-0.003,0.002,-0.01,-0.005
5.33,0.015,-0.025,-0.013,0.012,0,-0.005
5.34,0.025,-0.025,-0.003,0.002,-0.01,-0.005
5.35,0.005,-0.025,-0.013,0.002,-0.01,-0.005
5.36,0.025,-0.025,-0.003,-0.008,0,-0.005
5.37,0.005,-0.035,-0.013,0.002,0,-0.005
5.38,0.025,-0.015,-0.003,0.002,-0.01,-0.015
5.39,0.015,-0.035,-0.013,0.002,0,-0.015
5.4,0.015,-0.025,-0.013,-0.008,-0.01,-0.015
5.41,0.005,-0.025,-0.013,0.002,-0.01,-0.015
5.42,0.025,-0.025,-0.003,0.002,0,-0.015
5.43,0.015,-0.025,-0.013,0.002,-0.01,-0.015
5.44,0.025,-0.015,-0.003,0.002,-0.01,-0.015
5.45,0.005,-0.025,-0.013,0.002,0,-0.005
5.46,0.015,-0.015,-0.013,0.002,-0.01,-0.015
5.47,0.005,-0.035,-0.013,0.002,-0.01,-0.015
5.48,0.015,-0.025,-0.003,-0.008,-0.01,-0.005
5.49,0.005,-0.025,-0.013,0.002,-0.01,-0.005
5.5,0.015,-0.015,-0.013,0.002,0,-0.015
5.51,0.005,-0.035,-0.013,0.002,0,-0.015
5.52,0.015,-0.025,-0.013,-0.008,0,-0.015
5.53,0.005,-0.035,-0.013,-0.008,0,-0.015
5.54,0.015,-0.025,-0.013,-0.008,0,-0.015
5.55,0.005,-0.045,-0.013,-0.008,-0.01,-0.015
5.56,0.025,-0.035,-0.013,-0.008,-0.01,-0.015
5.57,0.005,-0.035,-0.013,0.002,0,-0.015
5.58,0.025,-0.025,-0.003,-0.008,-0.01,-0.015
5.59,0.015,-0.045,-0.013,-0.008,0,-0.015
5.6,0.035,-0.025,-0.003,-0.008,0,-0.015
5.61,0.045,-0.025,-0.013,0.002,-0.01,-0.015
5.62,0.045,-0.035,-0.013,-0.008,-0.01,-0.015
5.63,0.045,-0.045,-0.013,0.002,0,-0.005
5.64,0.045,-0.025,-0.013,-0.008,-0.01,-0.005
5.65,0.035,-0.045,-0.013,0.002,0,-0.005
5.66,0.045,-0.025,-0.003,-0.008,0,-0.015
5.67,0.035,-0.035,-0.013,0.002,0,-0.005
5.68,0.045,-0.015,-0.013,0.002,0,-0.015
5.69,0.035,-0.035,-0.013,0.002,0,-0.015
5.7,0.045,-0.025,-0.013,-0.008,-0.01,-0.015
5.71,0.035,-0.035,-0.013,0.002,-0.01,-0.015
5.72,0.045,-0.015,-0.013,-0.008,-0.01,-0.015
5.73,0.035,-0.035,-0.013,0.002,0,-0.015
5.74,0.045,-0.005,-0.003,0.002,-0.01,-0.015
5.75,0.025,-0.025,-0.013,0.002,0,-0.015
5.76,0.035,-0.015,-0.003,-0.008,-0.01,-0.015
5.77,0.015,-0.025,-0.013,0.002,0,-0.015
5.78,0.025,-0.015,-0.013,-0.008,-0.01,-0.015
5.79,0.015,-0.035,-0.013,-0.008,-0.01,-0.015
5.8,0.025,-0.015,-0.013,-0.008,0,-0.015
5.81,0.005,-0.025,-0.013,0.002,0,-0.005
5.82,0.025,-0.005,-0.003,-0.008,0,-0.015
5.83,0.005,-0.035,-0.013,-0.008,0.01,-0.015
5.84,0.025,-0.025,-0.003,-0.008,0,-0.015
5.85,0.015,-0.035,-0.013,0.002,-0.01,-0.015
5.86,0.025,-0.025,-0.013,-0.008,0,-0.015
5.87,0.015,-0.035,-0.013,-0.008,0.01,-0.015
5.88,0.025,-0.025,-0.013,-0.008,0,-0.015
5.89,0.015,-0.035,-0.013,-0.008,0,-0.015
5.9,0.025,-0.025,-0.003,-0.008,0,-0.015
5.91,0.005,-0.035,-0.013,-0.008,0,-0.015
5.92,0.025,-0.025,-0.013,-0.008,0,-0.015
5.93,0.015,-0.035,-0.013,-0.008,0,-0.015
5.94,0.015,-0.025,-0.003,-0.008,-0.01,-0.015
5.95,0.005,-0.035,-0.013,-0.008,0,-0.015
5.96,0.025,-0.025,-0.013,0.002,0,-0.015
5.97,0.005,-0.035,-0.013,0.002,0,-0.005
5.98,0.025,-0.025,-0.003,-0.008,0,-0.015
5.99,0.005,-0.035,-0.013,0.002,0,-0.015
6,0.025,-0.025,-0.013,-0.008,0,-0.015
6.01,0.005,-0.035,-0.013,-0.008,0,-0.015
6.02,0.015,-0.025,-0.013,-0.008,-0.01,-0.015
6.03,0.005,-0.035,-0.013,-0.008,0,-0.015
6.04,0.015,-0.025,-0.003,-0.008,0,-0.015
6.05,0.005,-0.035,-0.013,0.002,0,-0.015
6.06,0.025,-0.025,-0.013,-0.008,0,-0.015
6.07,0.005,-0.045,-0.013,0.002,0,-0.015
6.08,0.015,-0.025,-0.013,-0.008,-0.01,-0.015
6.09,0.005,-0.045,-0.013,-0.008,-0.01,-0.015
6.1,0.005,-0.025,-0.013,-0.008,-0.01,-0.015
6.11,-0.005,-0.035,-0.013,0.002,-0.01,-0.015
6.12,0.015,-0.025,-0.013,0.002,0,-0.015
6.13,-0.005,-0.045,-0.013,0.002,0,-0.015
6.14,0.015,-0.025,-0.003,0.002,0,-0.015
6.15,-0.005,-0.035,-0.013,0.002,-0.01,-0.015
6.16,0.015,-0.025,-0.013,0.002,-0.01,-0.015
6.17,-0.005,-0.035,-0.013,0.002,0,-0.015
6.18,0.015,-0.025,-0.013,-0.008,-0.01,-0.015
6.19,-0.005,-0.035,-0.013,0.002,0,-0.015
6.2,0.005,-0.015,-0.013,-0.008,-0.01,-0.015
6.21,-0.005,-0.025,-0.013,0.002,-0.01,-0.015
6.22,-0.005,-0.025,-0.003,0.002,0,-0.015
6.23,-0.025,-0.035,-0.013,0.002,0,-0.015
6.24,-0.015,-0.025,-0.013,-0.008,-0.01,-0.015
6.25,-0.035,-0.035,-0.013,-0.008,-0.01,-0.015
6.26,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
6.27,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
6.28,-0.025,-0.025,-0.013,0.002,-0.01,-0.015
6.29,-0.035,-0.035,-0.013,0.002,0,-0.015
6.3,-0.015,-0.025,-0.003,0.002,0,-0.015
6.31,-0.035,-0.035,-0.013,0.002,-0.01,-0.015
6.32,-0.025,-0.015,-0.013,0.002,-0.01,-0.015
6.33,-0.025,-0.035,-0.013,-0.008,-0.01,-0.015
6.34,-0.015,-0.025,-0.013,-0.008,-0.01,-0.015
6.35,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
6.36,-0.015,-0.025,-0.013,-0.008,0,-0.015
6.37,-0.035,-0.025,-0.013,0.002,0,-0.015
6.38,-0.015,-0.025,-0.013,-0.008,-0.01,-0.015
6.39,-0.035,-0.035,-0.013,0.002,-0.01,-0.015
6.4,-0.015,-0.025,-0.013,-0.008,0,-0.015
6.41,-0.035,-0.035,-0.013,-0.008,-0.01,-0.015
6.42,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
6.43,-0.035,-0.035,-0.013,-0.008,0,-0.015
6.44,-0.015,-0.025,-0.003,-0.008,0,-0.015
6.45,-0.035,-0.035,-0.013,0.002,0.01,-0.015
6.46,-0.015,-0.025,-0.003,0.002,0,-0.015
6.47,-0.035,-0.035,-0.013,0.002,-0.01,-0.015
6.48,-0.015,-0.025,-0.003,-0.008,0,-0.015
6.49,-0.035,-0.025,-0.013,-0.008,0,-0.015
6.5,-0.015,-0.025,-0.013,0.002,-0.01,-0.015
6.51,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
6.52,-0.015,-0.015,-0.013,-0.008,-0.01,-0.015
6.53,-0.035,-0.025,-0.013,-0.008,0,-0.015
6.54,-0.015,-0.025,-0.003,0.002,-0.01,-0.015
6.55,-0.035,-0.035,-0.013,0.002,-0.01,-0.015
6.56,-0.015,-0.025,-0.013,0.002,-0.01,-0.015
6.57,-0.045,-0.035,-0.013,0.002,-0.01,-0.015
6.58,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
6.59,-0.035,-0.035,-0.013,0.002,-0.01,-0.015
6.6,-0.025,-0.015,-0.003,0.002,0,-0.015
6.61,-0.035,-0.025,-0.013,0.002,0,-0.015
6.62,-0.015,-0.025,-0.013,0.002,0,-0.015
6.63,-0.045,-0.035,-0.013,0.012,0,-0.015
6.64,-0.025,-0.025,-0.013,0.002,-0.01,-0.025
6.65,-0.035,-0.025,-0.013,0.002,-0.01,-0.015
6.66,-0.025,-0.015,-0.013,0.002,-0.01,-0.015
6.67,-0.035,-0.025,-0.013,0.002,-0.01,-0.015
6.68,-0.025,-0.015,-0.013,-0.008,0,-0.015
6.69,-0.045,-0.025,-0.013,-0.008,0,-0.015
6.7,-0.025,-0.025,-0.013,0.002,-0.01,-0.025
6.71,-0.045,-0.025,-0.013,0.002,-0.01,-0.015
6.72,-0.025,-0.025,-0.003,0.002,-0.01,-0.015
6.73,-0.045,-0.025,-0.013,0.002,-0.01,-0.015
6.74,-0.025,-0.025,-0.013,0.002,-0.01,-0.015
6.75,-0.045,-0.025,-0.013,0.002,-0.01,-0.015
6.76,-0.025,-0.025,-0.013,0.002,-0.01,-0.015
6.77,-0.045,-0.025,-0.013,0.002,-0.01,-0.015
6.78,-0.015,-0.015,-0.003,0.002,-0.01,-0.015
6.79,-0.035,-0.035,-0.013,0.002,-0.01,-0.015
6.8,-0.025,-0.025,-0.013,0.002,-0.01,-0.015
6.81,-0.045,-0.035,-0.013,0.002,-0.01,-0.015
6.82,-0.025,-0.015,-0.013,-0.008,0,-0.015
6.83,-0.035,-0.035,-0.013,0.002,0,-0.015
6.84,-0.025,-0.015,-0.013,-0.008,0,-0.015
6.85,-0.035,-0.035,-0.013,-0.008,-0.01,-0.015
6.86,-0.025,-0.025,-0.013,-0.008,-0.01,-0.025
6.87,-0.035,-0.025,-0.013,0.002,0,-0.015
6.88,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
6.89,-0.045,-0.035,-0.013,0.002,-0.01,-0.015
6.9,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
6.91,-0.035,-0.035,-0.013,0.002,0,-0.015
6.92,-0.025,-0.015,-0.003,-0.008,0,-0.015
6.93,-0.035,-0.035,-0.013,-0.008,0,-0.015
6.94,-0.025,-0.025,-0.003,-0.008,-0.01,-0.015
6.95,-0.045,-0.035,-0.013,0.002,0,-0.015
6.96,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
6.97,-0.045,-0.035,-0.013,-0.008,0,-0.015
6.98,-0.025,-0.015,-0.013,-0.008,-0.01,-0.015
6.99,-0.035,-0.035,-0.013,-0.008,0,-0.015
7,-0.035,-0.025,-0.013,-0.008,0,-0.015
7.01,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.02,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.03,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.04,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.05,-0.045,-0.035,-0.013,-0.008,0,-0.015
7.06,-0.025,-0.025,-0.013,-0.008,0,-0.015
7.07,-0.035,-0.035,-0.013,-0.008,0,-0.015
7.08,-0.025,-0.025,-0.013,-0.008,0,-0.015
7.09,-0.035,-0.035,-0.013,0.002,-0.01,-0.015
7.1,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.11,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.12,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.13,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.14,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.15,-0.045,-0.035,-0.013,0.002,0,-0.015
7.16,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.17,-0.045,-0.045,-0.013,-0.008,-0.01,-0.015
7.18,-0.025,-0.025,-0.013,-0.008,-0.01,-0.025
7.19,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.2,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.21,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.22,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.23,-0.035,-0.035,-0.013,-0.008,0,-0.015
7.24,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.25,-0.045,-0.035,-0.013,0.002,-0.01,-0.015
7.26,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.27,-0.045,-0.035,-0.013,-0.008,0,-0.015
7.28,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.29,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.3,-0.025,-0.025,-0.013,0.002,-0.01,-0.015
7.31,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.32,-0.035,-0.025,-0.013,-0.008,-0.01,-0.025
7.33,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.34,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.35,-0.055,-0.035,-0.013,-0.008,-0.01,-0.025
7.36,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.37,-0.045,-0.045,-0.003,-0.008,-0.01,-0.015
7.38,-0.035,-0.025,-0.003,-0.008,-0.01,-0.015
7.39,-0.045,-0.035,-0.013,-0.008,0,-0.015
7.4,-0.025,-0.025,-0.013,-0.008,0,-0.015
7.41,-0.045,-0.035,-0.013,-0.008,0,-0.015
7.42,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.43,-0.045,-0.045,-0.013,-0.008,-0.01,-0.015
7.44,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.45,-0.045,-0.045,-0.013,-0.008,0,-0.015
7.46,-0.025,-0.025,-0.013,-0.008,0,-0.015
7.47,-0.035,-0.035,-0.013,-0.008,0,-0.025
7.48,-0.025,-0.025,-0.013,-0.008,-0.01,-0.025
7.49,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.5,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.51,-0.045,-0.045,-0.013,-0.008,-0.01,-0.015
7.52,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.53,-0.035,-0.035,-0.013,0.002,-0.01,-0.015
7.54,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.55,-0.035,-0.035,-0.013,0.002,0,-0.015
7.56,-0.025,-0.025,-0.003,-0.008,0,-0.015
7.57,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.58,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.59,-0.045,-0.035,-0.013,-0.008,0,-0.015
7.6,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.61,-0.045,-0.035,-0.013,-0.008,0,-0.015
7.62,-0.035,-0.015,-0.013,-0.008,0,-0.015
7.63,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.64,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.65,-0.045,-0.045,-0.013,-0.008,-0.01,-0.015
7.66,-0.035,-0.025,-0.013,-0.008,-0.03,-0.015
7.67,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.68,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.69,-0.035,-0.035,-0.013,0.002,-0.01,-0.015
7.7,-0.025,-0.015,-0.003,-0.008,0,-0.015
7.71,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.72,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.73,-0.035,-0.035,-0.013,-0.008,-0.01,-0.015
7.74,-0.025,-0.015,-0.013,-0.008,-0.01,-0.015
7.75,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.76,-0.025,-0.015,-0.003,-0.008,-0.01,-0.015
7.77,-0.035,-0.035,-0.013,-0.008,-0.01,-0.015
7.78,-0.025,-0.015,-0.013,-0.008,-0.01,-0.015
7.79,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.8,-0.035,-0.015,-0.013,-0.008,-0.03,-0.015
7.81,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
7.82,-0.035,-0.025,-0.003,-0.008,-0.01,-0.015
7.83,-0.045,-0.025,-0.013,-0.008,-0.01,-0.015
7.84,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.85,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.86,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
7.87,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.88,-0.025,-0.015,-0.013,-0.008,-0.01,-0.015
7.89,-0.045,-0.025,-0.013,-0.008,-0.01,-0.015
7.9,-0.035,-0.015,-0.013,-0.008,-0.01,-0.015
7.91,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
7.92,-0.025,-0.015,-0.013,-0.008,-0.01,-0.015
7.93,-0.045,-0.025,-0.013,-0.008,-0.01,-0.015
7.94,-0.025,-0.025,-0.003,-0.008,-0.01,-0.015
7.95,-0.035,-0.025,-0.013,-0.008,0,-0.015
7.96,-0.025,-0.015,-0.013,-0.008,-0.03,-0.015
7.97,-0.035,-0.035,-0.013,-0.008,-0.01,-0.015
7.98,-0.025,-0.015,-0.013,-0.008,-0.01,-0.015
7.99,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
8,-0.025,-0.025,-0.003,-0.008,-0.01,-0.015
8.01,-0.035,-0.025,-0.013,-0.008,0,-0.015
8.02,-0.025,-0.015,-0.013,-0.008,-0.01,-0.015
8.03,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
8.04,-0.025,-0.015,-0.013,-0.008,-0.01,-0.015
8.05,-0.035,-0.025,-0.013,0.002,-0.01,-0.015
8.06,-0.035,-0.015,-0.013,-0.008,-0.01,-0.015
8.07,-0.035,-0.025,-0.013,-0.008,0,-0.015
8.08,-0.025,-0.015,-0.003,0.002,0,-0.015
8.09,-0.045,-0.025,-0.013,0.002,0,-0.015
8.1,-0.035,-0.015,-0.013,0.002,-0.01,-0.015
8.11,-0.045,-0.025,-0.013,0.002,-0.01,-0.015
8.12,-0.025,-0.015,-0.013,0.002,-0.01,-0.025
8.13,-0.045,-0.035,-0.013,-0.008,-0.01,-0.015
8.14,-0.035,-0.015,-0.013,0.002,-0.01,-0.025
8.15,-0.035,-0.035,-0.013,0.002,-0.01,-0.015
8.16,-0.025,-0.025,-0.013,0.002,0,-0.025
8.17,-0.035,-0.035,-0.013,-0.008,0,-0.015
8.18,-0.015,-0.025,-0.013,0.002,0,-0.015
8.19,-0.035,-0.035,-0.013,-0.008,0,-0.015
8.2,-0.025,-0.025,-0.013,0.002,0,-0.025
8.21,-0.035,-0.035,-0.013,0.002,0,-0.015
8.22,-0.025,-0.025,-0.013,-0.008,-0.01,-0.025
8.23,-0.035,-0.035,-0.013,0.002,-0.01,-0.015
8.24,-0.025,-0.025,-0.013,0.002,0,-0.015
8.25,-0.035,-0.035,-0.013,0.002,0,-0.015
8.26,-0.025,-0.025,-0.013,0.002,-0.01,-0.025
8.27,-0.035,-0.035,-0.013,0.002,0,-0.015
8.28,-0.025,-0.025,-0.013,-0.008,-0.01,-0.025
8.29,-0.045,-0.035,-0.013,0.002,-0.01,-0.025
8.3,-0.025,-0.025,-0.003,-0.008,-0.01,-0.025
8.31,-0.035,-0.035,-0.013,0.002,-0.01,-0.015
8.32,-0.015,-0.025,-0.003,-0.008,-0.01,-0.015
8.33,-0.025,-0.035,-0.013,0.002,0,-0.015
8.34,-0.015,-0.025,-0.013,-0.008,0,-0.025
8.35,-0.035,-0.035,-0.013,0.002,0,-0.015
8.36,-0.025,-0.025,-0.013,-0.008,0,-0.015
8.37,-0.035,-0.035,-0.013,0.002,0,-0.015
8.38,-0.035,-0.025,-0.013,0.002,-0.01,-0.015
8.39,-0.035,-0.035,-0.013,0.002,0,-0.015
8.4,-0.025,-0.025,-0.013,0.002,0,-0.015
8.41,-0.035,-0.035,-0.013,-0.008,-0.01,-0.015
8.42,-0.025,-0.015,-0.013,0.002,-0.01,-0.025
8.43,-0.035,-0.035,-0.013,0.002,-0.01,-0.025
8.44,-0.025,-0.015,-0.013,-0.008,-0.01,-0.015
8.45,-0.035,-0.025,-0.013,0.002,-0.01,-0.015
8.46,-0.015,-0.025,-0.003,0.002,-0.01,-0.015
8.47,-0.035,-0.025,-0.013,0.002,-0.01,-0.015
8.48,-0.015,-0.015,-0.003,0.002,-0.01,-0.015
8.49,-0.035,-0.025,-0.013,0.002,0,-0.015
8.5,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
8.51,-0.035,-0.035,-0.013,-0.008,-0.01,-0.015
8.52,-0.025,-0.015,-0.013,-0.008,-0.01,-0.015
8.53,-0.035,-0.035,-0.013,-0.008,-0.01,-0.015
8.54,-0.015,-0.025,-0.013,-0.008,-0.01,-0.015
8.55,-0.035,-0.025,-0.013,0.002,-0.01,-0.015
8.56,-0.025,-0.015,-0.003,-0.008,-0.01,-0.015
8.57,-0.035,-0.025,-0.003,-0.008,-0.01,-0.015
8.58,-0.025,-0.025,-0.003,-0.008,-0.01,-0.015
8.59,-0.035,-0.035,-0.013,-0.008,-0.01,-0.015
8.6,-0.025,-0.025,-0.003,-0.008,-0.01,-0.015
8.61,-0.035,-0.035,-0.013,-0.008,-0.01,-0.015
8.62,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
8.63,-0.035,-0.035,-0.013,-0.008,-0.01,-0.015
8.64,-0.015,-0.025,-0.003,-0.008,-0.01,-0.015
8.65,-0.035,-0.025,-0.013,-0.008,0,-0.015
8.66,-0.025,-0.025,-0.013,-0.008,0,-0.015
8.67,-0.045,-0.025,-0.013,0.002,0,-0.015
8.68,-0.025,-0.025,-0.013,-0.008,-0.01,-0.015
8.69,-0.045,-0.035,-0.013,-0.008,0,-0.015
8.7,-0.025,-0.025,-0.003,-0.008,-0.01,-0.015
8.71,-0.045,-0.025,-0.013,0.002,-0.01,-0.015
8.72,-0.015,-0.025,-0.013,-0.008,-0.01,-0.015
8.73,-0.035,-0.025,-0.013,0.002,-0.01,-0.015
8.74,-0.025,-0.025,-0.013,-0.008,0,-0.015
8.75,-0.035,-0.035,-0.013,-0.008,0,-0.015
8.76,-0.025,-0.025,-0.003,-0.008,-0.01,-0.015
8.77,-0.035,-0.025,-0.013,-0.008,-0.01,-0.015
8.78,-0.025,-0.025,-0.003,-0.008,0,-0.015
8.79,-0.035,-0.035,-0.013,-0.008,0,-0.015
8.8,-0.025,-0.025,-0.003,-0.008,-0.01,-0.015
8.81,-0.035,-0.035,-0.013,-0.008,-0.01,-0.015
8.82,-0.025,-0.025,-0.013,-0.008,0,-0.015
8.83,-0.045,-0.035,-0.013,-0.008,0,-0.015
8.84,-0.035,-0.025,-0.013,-0.008,0,-0.015
8.85,-0.045,-0.035,-0.013,-0.008,0,-0.015
8.86,-0.025,-0.015,-0.013,-0.008,0,-0.015
