# gauge_id= 1 location=( -0.8940740833E+02  0.2893238167E+02 ) num_var=  7
# Stationary gauge
# level, time, q[  1  2  3], eta, aux[  5  6  7]
# file format ascii, time series follow in this file
   01 -0.7469594E+05  0.4378884E+02 -0.8228584E+00 -0.5946071E-01  0.6088234E-01 -0.6937430E+01 -0.4903916E+01  0.1007395E+06
   01 -0.7461944E+05  0.4378884E+02 -0.8254726E+00 -0.5748568E-01  0.6087682E-01 -0.6952812E+01 -0.4913892E+01  0.1007384E+06
   01 -0.7454294E+05  0.4378880E+02 -0.8273103E+00 -0.5668948E-01  0.6084283E-01 -0.6968193E+01 -0.4923867E+01  0.1007373E+06
   01 -0.7446645E+05  0.4378875E+02 -0.8284749E+00 -0.5689593E-01  0.6078554E-01 -0.6983574E+01 -0.4933842E+01  0.1007361E+06
   01 -0.7438995E+05  0.4378868E+02 -0.8290879E+00 -0.5794967E-01  0.6071509E-01 -0.6998956E+01 -0.4943817E+01  0.1007350E+06
   01 -0.7431345E+05  0.4378861E+02 -0.8292461E+00 -0.5987658E-01  0.6064377E-01 -0.7014337E+01 -0.4953793E+01  0.1007339E+06
   01 -0.7423695E+05  0.4378854E+02 -0.8289899E+00 -0.6268481E-01  0.6057346E-01 -0.7029718E+01 -0.4963768E+01  0.1007328E+06
   01 -0.7416046E+05  0.4378846E+02 -0.8283697E+00 -0.6627215E-01  0.6049763E-01 -0.7045100E+01 -0.4973743E+01  0.1007316E+06
   01 -0.7408396E+05  0.4378838E+02 -0.8275916E+00 -0.7050426E-01  0.6042094E-01 -0.7060481E+01 -0.4983718E+01  0.1007305E+06
   01 -0.7400746E+05  0.4378831E+02 -0.8266911E+00 -0.7518442E-01  0.6034382E-01 -0.7075862E+01 -0.4993693E+01  0.1007294E+06
   01 -0.7393097E+05  0.4378823E+02 -0.8257005E+00 -0.8023613E-01  0.6026660E-01 -0.7091243E+01 -0.5003669E+01  0.1007283E+06
   01 -0.7385447E+05  0.4378815E+02 -0.8246555E+00 -0.8559421E-01  0.6018975E-01 -0.7106625E+01 -0.5013644E+01  0.1007272E+06
   01 -0.7377797E+05  0.4378808E+02 -0.8235922E+00 -0.9120550E-01  0.6011386E-01 -0.7122006E+01 -0.5023619E+01  0.1007260E+06
   01 -0.7370148E+05  0.4378799E+02 -0.8225417E+00 -0.9718535E-01  0.6002906E-01 -0.7137387E+01 -0.5033594E+01  0.1007249E+06
   01 -0.7362498E+05  0.4378789E+02 -0.8215135E+00 -0.1035310E+00  0.5992584E-01 -0.7152769E+01 -0.5043570E+01  0.1007238E+06
